ID,ID_CUSTOMER,ID_BRAND,ID_CATEGORY,DATE_CREATED,DATE_COMPLETED,DATE_SOLD
18722187,d74372810610d4d91b0a043b01dce5dfeebb3c02886960259195c974b1e0517b,209,12,2021-09-01T18:27:48Z,2021-09-01T18:25:00Z,2021-09-02T20:30:00Z
18715557,ad52b4ddd4d3b17902a30ce1905dca6ff0c724b379a44890bb9c2a3628679bdd,17,63,2021-09-01T12:56:43Z,2021-09-01T12:59:14Z,2021-09-08T15:03:14Z
18712290,5e2c39e8d1b4efbf632160b487d04a89b88f6272572fdaaba09da98cf9ce1e33,236,3,2021-09-01T10:07:15Z,2021-09-01T10:37:06Z,2021-09-06T22:49:23Z
18724974,f6e1ef99b1af4f0d203e54037e032bfa2e0f6e69e21c2d41af0398be0b82276c,28,2,2021-09-01T21:44:42Z,2021-09-01T21:55:18Z,2021-09-08T11:54:47Z
18724991,7278bb9762dfeeeff81411d1a0f2ef6558a72a227f181864d72358cf7c6a9211,2,3,2021-09-01T21:46:35Z,2021-09-01T21:50:00Z,2021-09-06T08:50:07Z
18724375,5d0268fbb2c059dbe6f59b09bd892fdab7d06f56cce15989618035c24ba34cef,9354,63,2021-09-01T21:03:02Z,2021-09-01T21:06:14Z,2021-09-02T18:44:09Z
18721494,85aa8ad52d0a57d726d2ddd0bb1699d75becc53ea4b172a79a28873f7c970c64,13129,2,2021-09-01T17:51:46Z,2021-09-01T18:16:28Z,2021-09-06T04:04:03Z
18717820,64777eabda19e21d32bafb15d0ce74d6f93f1a7e6620c409021bc21766e7fc7b,60,12,2021-09-01T14:50:57Z,2021-09-01T15:12:58Z,2021-09-26T15:46:02Z
18709684,7c8fca34a7ec2046ad9d956af1ec21673b2ec5143104872618336631497eb66f,17,6,2021-09-01T00:44:22Z,2021-09-01T08:05:34Z,2021-09-12T17:37:13Z
18714783,defd3e59919ced36a6600ca9e8350040271f7c78c015cff4052d47afe4cd53f4,60,5,2021-09-01T12:23:08Z,2021-09-01T12:29:43Z,2021-09-03T08:29:35Z
18713432,513f92dc0aeebf1047630333983f03d429f407c1047768587393e536ff2a869b,2837,63,2021-09-01T11:09:23Z,2021-09-01T11:12:07Z,2021-10-04T18:20:16Z
18711993,3b24387f754b47b415c4a7e706db479f478a7d174b9a414f6875e1fd34593382,14,6,2021-09-01T09:44:56Z,2021-09-01T10:01:41Z,2021-09-09T05:21:05Z
18715076,b4a8c6f5e88674631c49ebfd20ce0eaa31dca9878c6d3ad8d485591c34a72334,296,2,2021-09-01T12:34:30Z,2021-09-01T12:46:37Z,2021-10-09T12:14:30Z
18716531,4f364beeb41d3442957432f5aa55141cd25d69c37ce5ac8080524cb509be671d,5645,2,2021-09-01T13:38:49Z,2021-09-01T14:16:55Z,2021-09-26T12:22:40Z
18710627,57fc3c4f6a2a9c2cc39018e94986d5e68de58c5c1163588622da583bd29b3343,809,3,2021-09-01T06:21:55Z,2021-09-01T06:28:11Z,2021-09-18T15:07:26Z
18718852,8d9087602f9c9dca4371209ad2ae9956391a5e5e985292d8a349e5f9c0bb127f,94,5,2021-09-01T15:46:49Z,2021-09-01T15:50:00Z,2021-09-15T03:40:00Z
18723539,d4a825d96f577040e7e5778aba8eff7b1181ee638db106fbe33d03dcd2de77fa,4591,5,2021-09-01T19:55:41Z,2021-09-03T20:47:43Z,2021-09-06T09:05:13Z
18724371,b3c8509c43a2314b53f37c55194ff6e686a95cdb408050db02f63e2de6ca4b11,580,12,2021-09-01T21:02:37Z,2021-09-01T21:13:42Z,2021-09-20T16:26:09Z
18717902,fdf763abbd5f881fff2f9fb8300e8aa641f59b20f9452ebbc934e0696d475eec,6,2,2021-09-01T14:55:57Z,2021-09-01T14:57:58Z,2021-09-15T10:17:26Z
18726212,a8e11986db266c91a7a1dd6d219d83395df9b78262a7331e13bc78f4d70b23ba,1053,3,2021-09-01T23:21:03Z,2021-09-01T23:30:00Z,2021-10-06T07:15:00Z
18714711,3ff2ce94fbe019b80b588b7ef4604fdd41531c14c763e0bb01de4be3bb37a225,60,13,2021-09-01T12:19:30Z,2021-09-01T12:24:49Z,2021-09-27T13:18:32Z
18709645,0d080cd82a9339205681653da70c3f9ebcbda9bccfb9785e9c0081f1126b2354,57,63,2021-09-01T00:38:24Z,2021-09-01T00:43:01Z,2021-09-21T17:30:24Z
18710712,f07e78da67e48d0e338555f6a8bd13a526cb7613696dae169c8ef1bbb7acba99,186,13,2021-09-01T06:51:24Z,2021-09-01T07:01:02Z,2021-09-30T08:20:06Z
18712762,23d44b3c42e57be9e7422331664d201fc050b71076e77ec07f3f0ceed5d5f7c7,47,12,2021-09-01T10:28:56Z,2021-09-01T10:32:03Z,2021-09-13T09:03:17Z
18724228,4af099ea570f16daa8132680c0a73566a68e05255238346a334c9282e6c353e9,1724,12,2021-09-01T20:50:42Z,2021-09-01T20:53:07Z,2021-09-28T19:49:27Z
18720414,6f961ff55c061599ce7a9c0633fe3f81d1db08827fe115522a7d644019356d1d,5854,2,2021-09-01T16:54:03Z,2021-09-01T17:03:04Z,2021-10-14T19:27:04Z
18713011,73328e4ecb13845d86ee41a7afdb11fa4296a34874a30f70ee426cfa9df438fa,296,2,2021-09-01T10:45:45Z,2021-09-01T12:23:50Z,2021-09-12T22:22:19Z
18722949,841b43f5aacc4c16ee98f3842bb6b50d9b6fee7d0dc399ff5895e8e3911c37e7,253,2,2021-09-01T19:15:53Z,2021-09-01T19:15:00Z,2021-09-02T08:50:00Z
18725068,73c67e1788f93359a995677cbccd81dd8720a1c2844467a45c991baf45e9bb3f,434,6,2021-09-01T21:52:48Z,2021-09-01T23:20:00Z,2021-09-23T20:40:00Z
18726251,99a6df1d25a711da9b3a8757723c258867ec4f1c7c25ddf12eede568e8242766,10404,2,2021-09-01T23:24:29Z,2021-09-01T23:28:50Z,2021-09-02T09:25:10Z
18710469,2476ccf7dfed171dc0bba716da081ce0a1982f5b676e36b0edffe45f1e6eb7a1,185,63,2021-09-01T05:23:10Z,2021-09-01T05:24:51Z,2021-09-02T21:31:39Z
18714814,787c52bb191b58b152da032d4737501fc81f375a215b91d0c2d23a5786f30d28,88,6,2021-09-01T12:25:05Z,2021-09-08T10:30:00Z,2021-09-16T09:37:16Z
18724547,b3c8509c43a2314b53f37c55194ff6e686a95cdb408050db02f63e2de6ca4b11,580,13,2021-09-01T21:14:44Z,2021-09-01T21:45:23Z,2021-09-04T16:15:30Z
18725420,15847157d12d14fabf0e0aceb510e9d995ab7b067d8daeb14fc6ecc5e59174c9,3906,2,2021-09-01T22:21:04Z,2021-09-15T23:48:37Z,2021-10-02T11:42:46Z
18724492,b004736eab925ceeba1f18e8e91c284eb65636937205c585a4ce56186a949a1b,60,2,2021-09-01T21:11:26Z,2021-09-01T21:10:00Z,2021-09-02T11:05:00Z
18723175,f752552bdbaa211636a8568bacc0781d198be8ad3553faa8660f93735ab4f744,50,5,2021-09-01T19:31:35Z,2021-09-01T20:08:30Z,2021-09-14T00:08:16Z
18714358,8e7a1742d0fbb8b4cfdf507eb62b514d50e18653b99e5a97a31b7c99285ce839,3159,12,2021-09-01T11:57:53Z,2021-09-01T12:03:13Z,2021-09-19T20:17:59Z
18721324,251d38e3f482970bd8b314df4cc68c3ea7adf738ce63373d4887a922df7145a5,5182,2,2021-09-01T17:44:40Z,2021-09-01T18:02:29Z,2021-09-02T04:19:12Z
18715138,4eb24e448d203232d958d99f41432a09714bd04bf5ee46c1db27e2e307ed8617,2,13,2021-09-01T12:36:48Z,2021-09-01T12:46:19Z,2021-09-17T18:31:44Z
18711712,aab876c0c5b90f6872b45f98c73020425a9bd3966381bfb049fa9d0e6547c1ba,75,12,2021-09-01T09:19:13Z,2021-09-01T09:56:36Z,2021-09-16T13:31:22Z
18724391,695d9d1eedd28cfa5d5ae9c3cbcb89607f7549844c7657e8740b34f8fd038b5e,185,3,2021-09-01T21:04:51Z,,
18725001,695d9d1eedd28cfa5d5ae9c3cbcb89607f7549844c7657e8740b34f8fd038b5e,185,3,2021-09-01T21:47:17Z,,
18713076,8ee5f077534511c2b3bb4d18c7b8875e0c4150a8f2a927692b43e4c47373aef4,3683,2,2021-09-01T10:48:43Z,,
18722443,370800caebb074e3f6a393239b305bd1f8ca8f975bd5753f42e0619ccee9f360,1802,2,2021-09-01T18:45:32Z,,
18709532,9f8fd9d98bf2497c006b3df5894b79b7a632fc2432c4cc2e0ead17a078728c28,396,3,2021-09-01T00:17:31Z,,
18717405,ae16ac2cda18f71d8ad0ce7793c32d8d41074f0193c5ca6814a3f0cfb13209ec,6066,63,2021-09-01T14:27:00Z,,
18719541,05d60e4d6db5d846223d63de82b8789c1c8be5e673fabca0202a9e8439ed8e7b,185,6,2021-09-01T16:24:30Z,,
18719513,ff54e404f62e9c2fe6cfead91429992bcd75247ebdb9daa137a1bfdc6a1db5da,2,5,2021-09-01T16:22:58Z,2021-09-01T16:25:28Z,
18719073,63390fd34e84128a9de91e8db9101af88d368aa1308a50e4310c6e6291e4c54f,2837,63,2021-09-01T15:57:45Z,2021-09-01T16:08:06Z,
18720225,3340ac7ec84a10ee29eb8f25ba9f966296efca98a9704731278c9b41b41849ad,2935,13,2021-09-01T16:46:42Z,2021-09-01T16:51:10Z,
18722518,4dd2f9f3d2cd15d85cf3a1c2d2a552f58622cbcd9bed5e71740faeba65c18cce,2,805,2021-09-01T18:50:57Z,2021-09-01T18:53:42Z,
18711805,1d4302b77ca9fa16e7ae78a23340d3909127dabcc58ed0363682de4b0a912282,70,5,2021-09-01T09:26:59Z,2021-09-01T09:34:43Z,
18718066,717b2088637a4104990e4fb2ec24957ebce94fd3127e6386bc7c4760e246b99f,182,2,2021-09-01T15:04:05Z,2021-09-01T15:10:13Z,
18721778,7bf677f6fb2f98fbd942322e3ad611c878fb8453f8c143d26c1c0f2e1c7a6e2e,4591,2,2021-09-01T18:01:54Z,2021-09-01T18:03:00Z,
18725221,d0961430b916d3432c25dd2aaebfbec7098348c39df5ff8c86e9e4947943e568,60,63,2021-09-01T22:04:52Z,2021-09-01T22:20:13Z,
18721398,ae893f4551eccd2c7b2dd5a9c7afcab4e3c5cd3adca13aedb1c578e232404d94,563,12,2021-09-01T17:49:11Z,2021-09-01T17:53:10Z,
18711795,c2a1ea2273b51c48a9330a88db2874fc9dbdb4d662f697710a4babe3249f6f4d,9140,3,2021-09-01T09:26:14Z,2021-09-01T09:32:24Z,
18722749,096caab87ee22782d2d5206f0460d098cb1c3eb4c0b2a690b8b1dc4990b9a7a2,2,5,2021-09-01T19:04:14Z,2021-09-01T19:13:43Z,
18726184,1f4896583ef10c47ef68d429a4043ad3b5ad4975cd29d07b32eb811e6b5a4212,185,63,2021-09-01T23:19:03Z,2021-09-01T23:20:20Z,
18725463,0c62b4e83510e5c9bf9db8a994c9726b090c1a904ee72fd285e71ed9431d4d68,57,3,2021-09-01T22:25:01Z,2021-09-01T22:32:11Z,
18722110,6417cfdcdfa92a785f946f95e2992f8a7b593d129a47eb9f78ec26976ab48e80,37,2,2021-09-01T18:22:43Z,2021-09-01T18:28:15Z,
18719243,1646a4b97c3bcd83d7c5361c87f491019b1e6e0d3352515189b7d0aec2812766,102,3,2021-09-01T16:07:07Z,2021-09-01T16:16:07Z,
18726247,8d1602ceefeb0bacb06a195a0e959309c7d19757451bdb344b24aa154e31f53f,93,3,2021-09-01T23:24:04Z,2021-09-01T23:25:52Z,
18726506,89baee62bc9bfb783b027413050c24520749c77686477c5bf7844d09c74986b2,61,12,2021-09-01T23:42:07Z,2021-09-01T23:45:50Z,
18713537,df71fa934a58cb8a6e561d418138fd8b0ad9295726c78c050f516ca0e1dae242,50,5,2021-09-01T11:15:13Z,2021-09-01T11:20:12Z,
18720484,39114fa5f8f7f441c1cac56f40a74200efcd2a4daa2bc82037ebeb20bfaa8a09,544,2,2021-09-01T16:57:43Z,2021-09-01T17:04:58Z,
18709698,cf1202ef70c7d0a81f6294f9c963e88352d98846f7789ea60e083b39cd61f540,117,5,2021-09-01T00:45:48Z,2021-09-01T00:51:55Z,
18723477,3512a5080dafba7c28098d83408c2dde1d421a44b4ba2cfee656dc815264be4f,2,5,2021-09-01T19:51:22Z,2021-09-01T20:05:35Z,
18715753,b3ae7126ba282805fb0bc7136f4a80801ffd3f78df310a2c4be1e4e37d3ae79f,57,5,2021-09-01T13:08:13Z,2021-09-01T13:11:58Z,
18713309,36f1f809b4365a0b491f6b3a4ac616805221a13797620062f7621e366b4eef5b,94,8,2021-09-01T11:01:10Z,2021-09-02T14:34:19Z,
18714189,1c356f26117d810937ec96a9540845cc608e91113d0a62d1090d0b13eeed8f7d,17,3,2021-09-01T11:49:58Z,2021-09-02T10:08:35Z,
18716939,1332abb1d939aba078c82a6de6086835e836e9a796f7528b7829becf3634cfd2,77,3,2021-09-01T14:02:25Z,2021-09-01T14:07:25Z,
18716725,2e5a45a1a618757a112cb2b7e260c010d0999af4c1cc4631ad614b2bc81efd8a,7618,2,2021-09-01T13:50:23Z,2021-09-01T14:00:47Z,
18714682,23e2139bb58a2779873f2f4748e355a73c3b8247f254012e9d963aafea3ab376,292,2,2021-09-01T12:17:34Z,2021-09-08T17:44:16Z,
18720726,03fa8cb0a91296da086b3bc2149a6548f9b639c676d6e2e0804230787c4e9d5f,2646,12,2021-09-01T17:12:27Z,2021-09-01T17:37:20Z,
18709813,4b10a77f12938cb672cfa350b16a8c6ce2d6181dc405c4fe3f70033a932ec740,202,3,2021-09-01T01:19:49Z,2021-09-01T01:22:20Z,
18725881,180ef4d5cca7bc0ed878739aa6f3a201c89b5cb03d677bcde74c543fa9c3c130,3016,3,2021-09-01T22:50:26Z,2021-09-01T22:55:46Z,
18723827,d32808f40c372eeab5518b5503974968b257bfd17b744d1b0e749b096b0fb233,2980,2,2021-09-01T20:15:44Z,2021-09-01T20:23:35Z,
18715054,ff54e404f62e9c2fe6cfead91429992bcd75247ebdb9daa137a1bfdc6a1db5da,50,63,2021-09-01T12:33:47Z,2021-09-01T12:41:59Z,
18716968,f4ef74a2ec054c85549e2ed402b92098625563bd229c0e4043b7b96a2abf2e42,2837,2,2021-09-01T14:03:52Z,2021-09-01T14:06:22Z,
18722652,4dd2f9f3d2cd15d85cf3a1c2d2a552f58622cbcd9bed5e71740faeba65c18cce,187,12,2021-09-01T18:58:54Z,2021-09-01T19:03:28Z,
18719189,8e12f90a356f18f5aa026c80935174065a3414c5eb4abb787cf2d7c75999666b,112,12,2021-09-01T16:04:30Z,2021-09-02T12:24:32Z,
18724638,b95fc64cfc62b07e59302456d5b53d996d69ccd846cccaf3ddae44735e055093,47,2,2021-09-01T21:19:54Z,2021-09-01T21:21:15Z,
18718481,9beba732d97c7568d356218736969579805b73ca24c862caf0e35dde774f63db,9230,2,2021-09-01T15:26:51Z,2021-09-01T15:34:25Z,
18714057,8a0be082be91558fd0ba3678af127fd2df9f2d1c78798ba8e920d831e81848d8,9800,2,2021-09-01T11:43:43Z,,
18721000,0c532f7208dbb64f4516186e4d50041856e69616386da2d8ee0986111a3d215a,17,3,2021-09-01T17:28:02Z,,
18723853,4981371434d7532e08961b4ed846f779df26962dc71a838ce21cecf67a23f02d,10446,5,2021-09-01T20:18:02Z,,
18724140,2844a0421bddb5e9faad011ec3f2d5bdf032d1dd052c57f5264ee7423905adf4,8758,2,2021-09-01T20:43:43Z,,
18720424,c76a0b0185348dcbde9a4d8677cce0468b144b28c18395cac2657167729ef6ad,2,6,2021-09-01T16:54:22Z,,
18715268,f4c2b5ccfda0fcbbe3044245f8034c6388dc08c571e9834086c10c6c7dfe27a1,17,5,2021-09-01T12:41:28Z,,
18712321,f0c57d7fc059ff6b12fc9e6a593717812846a985a67623b30c143927b15e4806,8511,2,2021-09-01T10:11:11Z,,
18726583,dae647b420e73246c316439e7bf72bf435a3f4144752e921cc292c42baecacc7,17,5,2021-09-01T23:50:05Z,,
18719172,c0e0e30147248adc1c5be463a7e26799e94753cd0291f0d278156a98287ffdf2,8989,13,2021-09-01T16:03:56Z,2021-09-01T16:05:52Z,
18716287,9c8e29aa60d8a957588915c2a85726cc481d45d9dc54edccb0db5aa77899269b,4598,6,2021-09-01T13:25:45Z,2021-09-01T13:30:03Z,
18717112,2ef5836f1b6c3f34a804ccc8519cd46da320c7fc7bf6557d8df31eca54d3c808,50,63,2021-09-01T14:12:08Z,2021-09-01T14:19:50Z,
18716305,70319e4f8b7855450fb927e77ad35cc3047e4b4a060396bad1691dee533d0981,7486,5,2021-09-01T13:26:55Z,2021-09-01T13:30:58Z,
18718930,38958766789eb8a87bf205cefc60031fdbf9f9d918e22b347e22ee9aa4351b31,185,63,2021-09-01T15:50:35Z,2021-09-01T15:53:54Z,
18721054,ef03bbdf65710ca433ff18e499444141f2cb8c4f336f6221f178fc7040bccb1b,65,5,2021-09-01T17:30:53Z,2021-09-01T17:38:49Z,
18721874,b6db9b0b9bb6d87bda1178c13d8bbade51e1587855829d93ee9fb70d4a74bcf2,7159,2,2021-09-01T18:08:02Z,2021-09-01T18:24:39Z,
18716649,9beba732d97c7568d356218736969579805b73ca24c862caf0e35dde774f63db,9230,2,2021-09-01T13:46:05Z,2021-09-01T14:07:03Z,
18711318,59fd2211b7d6ca00c82ddeb20637f157419c104e252f570f53cb7bede938287a,186,2,2021-09-01T08:33:06Z,2021-09-01T08:36:40Z,
18716555,edb8e10b1dfeb639948fe56e078d1a8cd8c0c53f66fb857b101dc4cfbb56faaa,702,7,2021-09-01T13:40:22Z,2021-09-01T13:43:06Z,
18714739,5eebac6dc816e39b4f81a543e1fec69a18f374c781c9fed311e470b299951783,50,5,2021-09-01T12:21:20Z,2021-09-01T12:26:12Z,
18723304,0e2914afebd9e5e4067f42fe4b42f70c2993847578874e71d673025d2476c45a,243,2,2021-09-01T19:40:13Z,2021-09-01T19:47:20Z,
18724761,08065a3db45688ce2aec8b2eab3c5836f88b8834b1e560d18a996b694eea703c,97,3,2021-09-01T21:28:08Z,2021-09-01T21:30:30Z,
18710510,bd73ccf55ed7ef4a8739077cbb5940aedea1a445617db384dfdb7d8a629c83de,17,5,2021-09-01T05:35:38Z,2021-09-01T05:43:21Z,
18713793,4adcb7ee17f81b63f0be0db15127589931fd5f855e7ccdc45caaab705916cdeb,50,805,2021-09-01T11:29:32Z,2021-09-01T11:34:14Z,
18718968,18c3e2abd3237cdc6ed16b49fa357cccc082d3fbf612a4de9bc614d0ee067401,9132,3,2021-09-01T15:52:24Z,2021-09-01T16:00:19Z,
18720265,6f6aebbeeb9010504bb7fb2f582f1852574e78f74b3858824e28ef3d6860de46,58,12,2021-09-01T16:48:13Z,2021-09-11T11:21:59Z,
18720692,20860c727c445a66c85d5cac53d4cf3516c64b9f5d6e21a7977db469d7db60cd,75,2,2021-09-01T17:10:40Z,2021-09-01T17:16:59Z,
18724759,53085d4399b120de172691f0a5c309eef28d6b6bdd6c2bbf2f4f30b895d59051,17,3,2021-09-01T21:27:56Z,2021-09-01T21:31:52Z,
18711978,3c9d8336ac074ee3579e90c15e2e8c1c6d80b7b8610657c4f6d17924714cad8e,60,5,2021-09-01T09:43:41Z,2021-09-12T12:01:05Z,
18718024,2e21922d0e6d69e1772ea0ee03e87811a7b4a1285d007fddd09beb360ab3d007,19,2,2021-09-01T15:01:43Z,2021-09-01T15:04:55Z,
18710376,110e9c1d26cfd44ba5e6d26ef9e1f8a38d74b0f2c5a5ab997c04cd06c8053c2c,185,5,2021-09-01T04:46:37Z,2021-09-04T06:36:53Z,
18711230,a4de8a4d4a6afdd10e6342e2c532c1c1045ca0494c52cad438b8dbb79cdb0a9d,2,5,2021-09-01T08:21:24Z,2021-09-01T08:28:14Z,
18722287,6e5df77608c38ed424a89355d52d8462685bdd1dfad122152c4fdb9020951154,7159,2,2021-09-01T18:35:20Z,2021-09-01T18:38:45Z,
18709767,1827c4685da687bfd91d5587ef01a3385c94ed34c6bab2ab507ce2c9245049ce,17,5,2021-09-01T01:04:35Z,2021-09-01T01:14:41Z,
18712133,62429bc308c2781e6cb630e8d2a048c2fc454733a2e8bb09d5d203ed528133c1,60,5,2021-09-01T09:55:16Z,2021-09-01T10:11:55Z,
18722014,71d19495fc2a9811d3ae4484c0eca23e859f89ec810da51016334f35683132c4,580,12,2021-09-01T18:16:34Z,2021-09-01T18:22:32Z,
18715286,01e85372671548d0d1520f28f00eed4d07d7b69d305ca66d214f09bb373653a2,2448,3,2021-09-01T12:42:15Z,2021-09-01T12:44:26Z,
18717017,7b8f55879e77cab48218fcefd5c31bfb3016605fa46a6291e13490215ef1715f,94,12,2021-09-01T14:07:21Z,2021-09-01T14:08:48Z,
18714133,f592b6508b24e882a366bacd30560007b804a286e433eec6f88d95c422e7fd52,12249,2,2021-09-01T11:47:24Z,2021-09-01T11:49:43Z,
18723802,7e2e5c9cef873bdfa6bcdc9df9b09e7f7744116b7b2d260aae37200fd3f3fa50,185,63,2021-09-01T20:13:38Z,2021-09-01T20:16:12Z,
18712322,682ba202ec4bc8fa7c1e5466759fc747b59d0cd256c303ff535844e407cac9ef,19,5,2021-09-01T10:11:14Z,2021-09-01T10:17:07Z,
18719057,8ee661b8ec00557fd54d457857425db9f6b0d2494dac20a4e1f1208839fb5035,9045,2,2021-09-01T15:57:19Z,2021-09-01T16:06:18Z,
18719612,8701d7efff97f7dd22c8e0b9ffd48355c2c6704f6dff97caee8b15241ed78d9a,94,12,2021-09-01T16:28:02Z,2021-09-01T16:36:19Z,
18720877,c0e0e30147248adc1c5be463a7e26799e94753cd0291f0d278156a98287ffdf2,50,2,2021-09-01T17:20:56Z,2021-09-01T17:29:07Z,
18714741,24da9e5794daea3e1bbe4a0ad2c72c081b0a3202267dbc385c29426e0f58b455,185,2,2021-09-01T12:21:21Z,2021-09-01T12:22:59Z,
18720791,301b05b032743e871495e5d6411b320db167851932cc2d0d5cc7d15de75d4877,60,5,2021-09-01T17:16:00Z,2021-09-01T17:19:49Z,
18719384,7d2cf45895a0196a474403895ada6fdf3aa9e641dacf397539e393941d49044f,2837,63,2021-09-01T16:15:10Z,,
18710909,6e5df77608c38ed424a89355d52d8462685bdd1dfad122152c4fdb9020951154,145,2,2021-09-01T07:36:18Z,,
18725952,0f4926fff28731d5f59ec4f9b1ad157a56fd0a2d889df53421e73c7385a2ee66,173,2,2021-09-01T22:56:26Z,,
18725942,0f4926fff28731d5f59ec4f9b1ad157a56fd0a2d889df53421e73c7385a2ee66,19,811,2021-09-01T22:55:42Z,,
18711862,f371b6d7225ec958d005291e3cfbb6216ab4d172ab736cf7c2ea19bdaa1ccadd,4629,2,2021-09-01T09:32:39Z,2021-09-01T09:37:54Z,
18713983,f592b6508b24e882a366bacd30560007b804a286e433eec6f88d95c422e7fd52,2837,2,2021-09-01T11:39:57Z,2021-09-01T11:43:39Z,
18723047,9ecfadee7ac9edaed33313b616231801e1c0c4c2053bff6f02cde8a31b08eefe,202,5,2021-09-01T19:22:26Z,2021-09-01T19:28:45Z,
18725809,fe0038492e93ec5124e817e02f2b6782eac69d5656e0ea0ebc33686d5de2e707,341,8,2021-09-01T22:44:09Z,2021-09-01T22:48:35Z,
18726069,4cb3b3ba508537b80c828427180946912c5b2b21ad9fbe98390fc32e941537fc,60,3,2021-09-01T23:08:10Z,2021-09-01T23:15:00Z,
18709972,5a86d723a810d6fad64f17752446e527ce137bbff44b11a9db9cda12f21178fe,2837,2,2021-09-01T02:11:54Z,2021-09-01T03:54:33Z,
18720633,03fa8cb0a91296da086b3bc2149a6548f9b639c676d6e2e0804230787c4e9d5f,121,12,2021-09-01T17:07:34Z,2021-09-01T17:11:05Z,
18714805,8b80eafd094c5303fbc60e06f3ba7b59cc4965aed3c6025ea54348c622c7ca89,8449,14,2021-09-01T12:24:35Z,2021-09-01T12:26:22Z,
18719569,5a86d723a810d6fad64f17752446e527ce137bbff44b11a9db9cda12f21178fe,793,2,2021-09-01T16:26:01Z,2021-09-02T18:44:18Z,
18713640,06161d3db6b68f3bbc740a95e533355304dc15451fe8c366a6a601e54553d1a6,2837,63,2021-09-01T11:21:16Z,2021-09-01T11:23:20Z,
18717319,d94355c48e01fbe7613ad2380e69c1dfd794096b20f3551386e2f55bf8bd3e3c,2837,2,2021-09-01T14:22:48Z,2021-09-01T14:29:07Z,
18721133,0c62b4e83510e5c9bf9db8a994c9726b090c1a904ee72fd285e71ed9431d4d68,2837,63,2021-09-01T17:34:31Z,2021-09-01T17:39:55Z,
18725140,48b9299b2d6ada7e464130dee8252cc4027987d1e8fc03a8743b6ee5b6c90d78,840,13,2021-09-01T21:59:03Z,2021-09-01T22:01:56Z,
18714242,0c532f7208dbb64f4516186e4d50041856e69616386da2d8ee0986111a3d215a,47,3,2021-09-01T11:52:05Z,2021-09-01T11:54:28Z,
18721327,d2a35b9b33856d1c777e51886a84bec84516fd7bde44965dbdf971376141b2ba,3016,12,2021-09-01T17:44:42Z,2021-09-01T17:49:38Z,
18713612,ac82fabc7ff3edb94f7d1d64b86219ac8b8925a5218cf1163264d844ce18b565,9,3,2021-09-01T11:20:06Z,2021-09-01T11:21:43Z,
18713897,94166ffa4540676c6973f6803489bcecf0d94935fd73e9ac4a1182915b30d1a1,8687,12,2021-09-01T11:35:27Z,2021-09-01T11:38:28Z,
18723466,a4cf7d6d88219a7fa2ba8eb13bc6f59989c63f098d50690b10c1eb42cdced7b3,5785,12,2021-09-01T19:50:43Z,2021-09-01T19:54:32Z,
